"logFC","FC","P.Value","adj.P.Val","entrez_ID","ensembl_ID","merged_symbol","merged_description","ensembl_description","AveExpr","CI.L","CI.R","t"
-1.22374240802964,-2.33551774729221,1.3297299491899e-10,1.36185086284603e-09,"111569757","ENSAOCG00000022257","pdia4","protein disulfide isomerase family A, member 4","protein disulfide isomerase family A member 4",7.03418525914872,-1.73302204340178,-0.71446277265751,-7.17491744766056
-1.218372221057,-2.32684033971772,1.38557119865846e-11,1.85702753433142e-10,"111584040","ENSAOCG00000021066","orc5","origin recognition complex, subunit 5","origin recognition complex subunit 5",2.0198992418219,-1.69448061416929,-0.742263827944718,-7.64112596921746
-1.21727697252113,-2.32507454633144,0.000571987795211635,0.00134771612878987,"111569356","ENSAOCG00000012682","nudt1","nudix (nucleoside diphosphate linked moiety X)-type motif 1","nudix hydrolase 1",1.28367556581042,-2.23838168840486,-0.196172256637409,-3.55960930134506
-1.21673670154911,-2.32420399845471,0.00544677539209938,0.0104874529228532,"111566193",NA,"LOC111566193","uncharacterized protein C14orf93 homolog.1",NA,-0.689721520924329,-2.49521838471686,0.0617449816186406,-2.84174632105828
-1.21430584927959,-2.32029115527089,1.31700816310681e-15,6.65862014483437e-14,"111579502","ENSAOCG00000010631","chtf18_ENSAOCG00000010631","CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae)","chromosome transmission fidelity factor 18",3.80941969905218,-1.5959110426441,-0.832700655915079,-9.50160602653424
-1.20950765328099,-2.31258701946967,4.54390600331781e-16,2.79618992855597e-14,"111574334","ENSAOCG00000008914","asgrl1","asialoglycoprotein receptor-like 1","C-type lectin domain family 4 member E-like",4.48069877560919,-1.5813226979181,-0.837692608643869,-9.71325679645136
-1.20821763032683,-2.31052008442203,2.59362681683622e-12,4.33035150240453e-11,"111576958","ENSAOCG00000011045","rcn1","reticulocalbin 1, EF-hand calcium binding domain","reticulocalbin 1",3.95591990743645,-1.66017696601661,-0.756258294637052,-7.98231782023351
-1.20732523678362,-2.309091330891,9.64663244767927e-21,3.84757721589104e-18,"111570633","ENSAOCG00000009121","lhpp","phospholysine phosphohistidine inorganic pyrophosphate phosphatase","phospholysine phosphohistidine inorganic pyrophosphate phosphatase",3.47661008652467,-1.51112636039172,-0.903524113175516,-11.8663761668376
-1.20683180207981,-2.30830170388123,6.0991258429862e-08,3.27017606189287e-07,"111576696","ENSAOCG00000004081","LOC111576696_ENSAOCG00000004081","cerebellin-1-like","cerebellin-1-like",0.762765138800084,-1.82190528288899,-0.591758321270626,-5.85872282162027
-1.20609381389538,-2.30712123003868,2.99059615866142e-05,9.12343626986538e-05,"118470407",NA,"LOC118470407","uncharacterized LOC118470407",NA,-0.0468152213564508,-2.02902423349034,-0.383163394300421,-4.37624051071902
-1.20466878088889,-2.30484347860336,6.80071931676217e-06,2.37512392807562e-05,"111567975","ENSAOCG00000020564","LOC111567975_ENSAOCG00000020564","elastase-1-like","proelastase1_typeB",0.10200727129733,-1.96153843966619,-0.447799122111592,-4.75258363719337
-1.20449883882939,-2.30457199587981,1.08575820870414e-11,1.50000386780434e-10,"111570312","ENSAOCG00000020385","mis12","MIS12 kinetochore complex component","MIS12 kinetochore complex component",3.14959707700777,-1.67213518073118,-0.736862496927608,-7.69097393475161
-1.20354470166879,-2.30304835383739,1.0219815330355e-10,1.08324007177749e-09,"111587039","ENSAOCG00000000702","etaa1a_ENSAOCG00000000702","ETAA1 activator of ATR kinase a","uncharacterized LOC111587039",1.19672867263838,-1.70063139262257,-0.706458010715002,-7.22958383640517
-1.20122983588514,-2.29935597751341,7.42545606149968e-10,6.29395799498544e-09,"129348102",NA,"LOC129348102","uncharacterized LOC129348102",NA,4.16500168602861,-1.72756949402435,-0.674890177745927,-6.81464481438933
-1.19496367783079,-2.28939068137734,3.94866164132171e-07,1.77859938356227e-06,"111572429",NA,"LOC111572429","UDP-glucuronosyltransferase 2A3-like.1",NA,1.67195369697945,-1.8516058269519,-0.538321528709684,-5.43386890850838
-1.1945494329461,-2.288733416875,5.51606611438938e-14,1.60114598344634e-12,"111580040","ENSAOCG00000001739","sparc","secreted protein, acidic, cysteine-rich (osteonectin)","secreted protein acidic and cysteine rich",9.68752458484854,-1.60186322318741,-0.787235642704791,-8.75705789280988
-1.19285172193984,-2.28604170277209,3.11127805458351e-15,1.36035273929886e-13,"111580818","ENSAOCG00000003163","LOC111580818_KDELR3","ER lumen protein-retaining receptor 3","KDEL endoplasmic reticulum protein retention receptor 3",4.5265807169098,-1.57458752042409,-0.811115923455588,-9.33054004298583
-1.19048180593187,-2.28228950341124,6.64503077327823e-18,9.00130017577776e-16,"111574625","ENSAOCG00000011892","lig1_ENSAOCG00000011892","ligase I, DNA, ATP-dependent","DNA ligase 1",5.14551680922956,-1.52728723306939,-0.853676378794356,-10.5542381607992
-1.18934879707472,-2.28049782947834,4.46508458869351e-17,4.16315982126757e-15,"111584579","ENSAOCG00000005360","pygl","phosphorylase, glycogen, liver","glycogen phosphorylase L",7.66948629568683,-1.5383838556448,-0.840313738504636,-10.1747417389395
-1.18842905708944,-2.27904444082734,4.59485845387113e-12,7.13511617732346e-11,"111588143","ENSAOCG00000012353","rad52","RAD52 homolog, DNA repair protein","RAD52 homolog, DNA repair protein",1.73578627748807,-1.63954748213802,-0.737310632040852,-7.86621667362015
-1.18738113661574,-2.27738962806284,1.85559614890768e-07,8.95291887436686e-07,"111586648","ENSAOCG00000022013","pmelb","premelanosome protein b","melanocyte protein PMEL-like.1",1.16688586292676,-1.81966189258567,-0.555100380645813,-5.60742391793594
-1.18737655591385,-2.27738239713315,0.0108105424343273,0.0194582536311668,"129350699",NA,"LOC129350699","GON-4-like protein",NA,2.29201286363982,-2.5521696446775,0.177416532849796,-2.59779492239373
-1.18702370712214,-2.27682547183354,5.09224760840098e-11,5.81223259087124e-10,"118469823",NA,"LOC118469823","zinc finger CCHC domain-containing protein 12-like",NA,2.03472132122749,-1.66770403333334,-0.706343380910939,-7.3737134064819
-1.18654132166389,-2.27606431034714,6.83685944608195e-09,4.57021349316304e-08,"111564342",NA,"LOC111564342","uncharacterized LOC111564342",NA,0.28579675441137,-1.74535747360493,-0.627725169722845,-6.34011485209208
-1.18616336672371,-2.27546810875756,1.39436774203437e-07,6.92617445293734e-07,"111572560",NA,"si:ch73-70k4.1","uncharacterized si:ch73-70k4.1",NA,0.523463805010166,-1.81055555820475,-0.561771175242672,-5.67244446122184
-1.18519857423336,-2.27394691364663,2.87553104356969e-09,2.10228063871025e-08,"111573227",NA,"col5a2b","collagen, type V, alpha 2b",NA,8.3691255984776,-1.7274257444437,-0.642971404023024,-6.5266910180744
-1.18470545528893,-2.27316980229954,0.0125750084916187,0.0222877331215013,"118470525",NA,"LOC118470525","trace amine-associated receptor 13c-like.22",NA,1.49596354291108,-2.57640114891044,0.206990238332583,-2.54184645894395
-1.18410293665261,-2.27222064730218,2.75621825473405e-08,1.59879958983199e-07,"111573491","ENSAOCG00000011691","prxl2c","peroxiredoxin like 2C","peroxiredoxin like 2C",1.7998361367077,-1.7699399200386,-0.598265953266612,-6.03525857482794
-1.18359640750989,-2.27142301237626,0.000512097657225381,0.00121725630077478,"111584977","ENSAOCG00000009690","LOC111584977_ENSAOCG00000009690","natterin-3-like.1","natterin-3-like.1",3.56472682862072,-2.16741273122781,-0.199780083791965,-3.59230185470334
-1.18333973982695,-2.27101894290371,1.00187342177737e-16,8.08177893567077e-15,"111587224","ENSAOCG00000024694","aldh9a1b","aldehyde dehydrogenase 9 family, member A1b","aldehyde dehydrogenase family 9 member A1-B-like",3.40835969296684,-1.53618766241852,-0.830491817235381,-10.0139424950116
-1.18136991880391,-2.26792026430905,4.06728089885516e-21,2.08574038094149e-18,"111565278","ENSAOCG00000009616","idi1","isopentenyl-diphosphate delta isomerase 1","isopentenyl-diphosphate delta isomerase 1",6.06174852978455,-1.47431578500126,-0.888424052606568,-12.0415319589586
-1.17961716933595,-2.26516661076272,1.24485217529049e-16,9.71435730123428e-15,"111569366","ENSAOCG00000012184","nqo1","NAD(P)H dehydrogenase, quinone 1","NAD(P)H dehydrogenase 1-like",1.83663595144353,-1.5328788000822,-0.826355538589706,-9.97074992883899
-1.17937433369756,-2.26478536810683,1.14406191503242e-16,9.02593609009826e-15,"111562815","ENSAOCG00000015706","aoc1","amine oxidase copper containing 1","amine oxidase copper containing 1",4.33042896327881,-1.5319693594928,-0.826779307902333,-9.98754385566574
-1.17827578087463,-2.26306148379322,7.2879904941352e-14,2.03855505535953e-12,"111576983","ENSAOCG00000010674","LOC111576983_APCDD1","protein APCDD1-like","protein APCDD1-like",3.37885348465081,-1.5826138205769,-0.773937741172363,-8.70132836646564
-1.17575790818687,-2.25911530590561,2.84772505383611e-11,3.50481726911555e-10,"111577805","ENSAOCG00000004582","mcm8","minichromosome maintenance 8 homologous recombination repair factor","minichromosome maintenance 8 homologous recombination repair factor",1.39083142276845,-1.64427108729762,-0.707244729076131,-7.49340671160977
-1.17544035613996,-2.25861810606575,1.2339755610921e-14,4.34270680307217e-13,"111565030","ENSAOCG00000004419","dtymk","deoxythymidylate kinase (thymidylate kinase)","deoxythymidylate kinase",3.44417431074746,-1.56300525518908,-0.787875457090844,-9.05606161296899
-1.1753481026592,-2.25847368280633,1.82099354865833e-12,3.16805808166422e-11,"111588777","ENSAOCG00000005177","eogt","EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase","EGF domain specific O-linked N-acetylglucosamine transferase",1.75716189936704,-1.61110104893717,-0.73959515638123,-8.05395848744005
-1.17520394700864,-2.25824802494476,2.41390549783417e-05,7.50985073123681e-05,"111580920","ENSAOCG00000019564","LOC111580920_ASB15","ankyrin repeat and SOCS box protein 15-like","ankyrin repeat and SOCS box protein 15-like.1",0.587414767535459,-1.96700292286703,-0.383404971150249,-4.43181388819326
-1.17323885116789,-2.25517415779469,1.23238392094081e-10,1.27000406168532e-09,"111574031","ENSAOCG00000018657","ccne1","cyclin E1","cyclin E1",1.83477088523943,-1.66042776678269,-0.686049935553104,-7.19071780680715
-1.17221435664631,-2.25357326962582,9.55929412055389e-09,6.15142147500716e-08,"111585085","ENSAOCG00000007034","tubb1_ENSAOCG00000007034","tubulin, beta 1 class VI","tubulin beta-6 chain-like",1.61218936264397,-1.73069218482968,-0.613736528462937,-6.26735519293316
-1.17114799797749,-2.2519081710303,4.76170123402449e-08,2.61810161496511e-07,"111574400","ENSAOCG00000020520","LOC111574400_ENSAOCG00000020520","WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2-like","WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2-like",3.4290413924764,-1.7624577797463,-0.57983821620869,-5.91398100587785
-1.17114763576557,-2.2519076056524,7.28662833447705e-15,2.73890752300116e-13,"111567490","ENSAOCG00000001369","haus3","HAUS augmin-like complex, subunit 3","HAUS augmin like complex subunit 3",2.88688274118891,-1.55287121812925,-0.789424053401887,-9.16106286849834
-1.1710261851496,-2.25171804095125,1.20568084118669e-08,7.55541284768082e-08,"111568141","ENSAOCG00000001045","atp7b","ATPase copper transporting beta","ATPase copper transporting beta",2.50582079503651,-1.73347695584462,-0.60857541445458,-6.21677713423528
-1.1667589078684,-2.24506763431075,0.000228158421556082,0.000581754005383554,"111573923","ENSAOCG00000021646","LOC111573923_nmt1b","glycylpeptide N-tetradecanoyltransferase 1-like","glycylpeptide N-tetradecanoyltransferase 2-like",0.659870268594495,-2.07742051264357,-0.256097303093218,-3.82566825663159
-1.16564431551813,-2.24333381755373,5.36047770660764e-12,8.14777479498343e-11,"111566664","ENSAOCG00000006795","LOC111566664_L3HYPDH","trans-L-3-hydroxyproline dehydratase","trans-L-3-hydroxyproline dehydratase",3.13106116614834,-1.60988408114113,-0.721404549895132,-7.83487058350603
-1.16489908506088,-2.24217531286245,0.00873123121062492,0.0160592022044782,"111576025","ENSAOCG00000005198","LOC111576025_ENSAOCG00000005198","arrestin domain-containing protein 3-like.3","arrestin domain-containing protein 3-like.1",-0.746700820847453,-2.46498974564969,0.135191575527922,-2.67545637607608
-1.16306009225745,-2.23931904922703,3.84950382666654e-07,1.73889709351392e-06,"118471182",NA,"LOC118471182","uncharacterized LOC118471182",NA,1.01650423029319,-1.80147922691748,-0.524640957597422,-5.43975659513092
-1.1629985446279,-2.23922351840762,7.05743567725721e-11,7.78704147626874e-10,"111574170",NA,"LOC111574170","collagen alpha-1(XI) chain-like.1",NA,8.95493500243685,-1.63829644167366,-0.687700647582151,-7.30628294671237
-1.16268671218849,-2.23873957200555,5.92035498328975e-06,2.09277212588371e-05,"111572669","ENSAOCG00000010100","otos","otospiralin","otospiralin",1.12055056633668,-1.88793713058859,-0.43743629378839,-4.78693939939772
-1.16250999079879,-2.23846535678556,6.11765226279175e-15,2.34869865304828e-13,"111581456","ENSAOCG00000003016","alad","aminolevulinate dehydratase","aminolevulinate dehydratase",3.95018711291294,-1.53998277809223,-0.78503720350534,-9.19590030609051
-1.16044801678112,-2.2352683121034,3.2299310476143e-13,7.28442459722689e-12,"111581582","ENSAOCG00000021862","vkorc1","vitamin K epoxide reductase complex, subunit 1","vitamin K epoxide reductase complex subunit 1-like",2.80825644465549,-1.57281851537515,-0.748077518187083,-8.40274745915881
-1.15980360879701,-2.2342701087014,1.12548565995237e-16,8.9449114922709e-15,"111585579","ENSAOCG00000012120","kif4","kinesin family member 4","kinesin family member 4A",4.45531223370995,-1.50643460520935,-0.813172612384673,-9.99080007880393
-1.15912463550848,-2.23321884508558,5.13074789813621e-08,2.80045738038666e-07,"111581046","ENSAOCG00000015497","frem3","Fras1 related extracellular matrix 3","FRAS1-related extracellular matrix protein 2-like.1",5.15005018649781,-1.74601513644984,-0.572234134567132,-5.89734132221991
-1.15793839955113,-2.23138336661289,6.05164421394714e-15,2.34225749065051e-13,"111563650","ENSAOCG00000011384","si:ch211-51a6.2_ENSAOCG00000011384","neurotrypsin","neurotrypsin-like",5.01238282071673,-1.53383843153599,-0.782038367566276,-9.19806135099916
-1.1577436832343,-2.23108222366937,6.30483126918515e-13,1.28349202150954e-11,"111564807","ENSAOCG00000012367","foxm1","forkhead box M1","forkhead box M1",2.6648267947906,-1.57585105039208,-0.739636316076507,-8.26813974947658
-1.15706207488686,-2.23002838689574,3.71169440392822e-13,8.24132376869354e-12,"111577752","ENSAOCG00000006480","LOC111577752_ENSAOCG00000006480","uncharacterized LOC111577752","uncharacterized LOC111577752",1.79043123323588,-1.56960173717023,-0.744522412603488,-8.37479448934592
-1.15703586410138,-2.22998787225957,5.57407238425168e-12,8.40128558516534e-11,"111574222","ENSAOCG00000011461","acat2","acetyl-CoA acetyltransferase 2","acetyl-CoA acetyltransferase 2",4.48742804395191,-1.59844281885737,-0.715628909345403,-7.82691932894526
-1.15682864137188,-2.22966758905711,4.27663525948078e-16,2.64684397180164e-14,"111566818","ENSAOCG00000021375","cnpy1","canopy FGF signaling regulator 1","protein canopy-1-like",3.49027797881659,-1.51200880326064,-0.801648479483123,-9.72531193765888
-1.15676050872832,-2.22956229337386,2.63840135455892e-10,2.49681321571138e-09,"111574974","ENSAOCG00000002851","LOC111574974_ENSAOCG00000002851","activator of 90 kDa heat shock protein ATPase homolog 1-like","activator of 90 kDa heat shock protein ATPase homolog 1-like",3.11568280231614,-1.64794448288297,-0.665576534573667,-7.03205847339909
-1.15566839181492,-2.22787515837269,1.55906794297612e-07,7.65599757314628e-07,"111575843",NA,"igsf10","immunoglobulin superfamily, member 10",NA,1.31805683626037,-1.76674031679197,-0.544596466837874,-5.6470822415851
-1.15511503064862,-2.22702079680582,2.59990975675256e-18,4.11741590742181e-16,"111568134","ENSAOCG00000015299","LOC111568134_TMEM43","transmembrane protein 43","transmembrane protein 43",3.5414526664269,-1.47621669386442,-0.834013367432813,-10.7415236345251
-1.1544964827745,-2.22606617806752,1.05059521072961e-12,1.97105571852738e-11,"111564653","ENSAOCG00000018856","pbk","PDZ binding kinase","PDZ binding kinase",2.90668564091232,-1.57669031772589,-0.732302647823114,-8.16514563508451
-1.15400947677655,-2.225314858772,0.000713101625655231,0.00165023280695004,"129350052",NA,"LOC129350052","uncharacterized LOC129350052",NA,0.169825868877376,-2.1402673025937,-0.167751650959392,-3.49383283010261
-1.15321366778308,-2.22408768519412,7.41363502313305e-11,8.11768536493338e-10,"111581712","ENSAOCG00000017257","crot","carnitine O-octanoyltransferase","carnitine O-octanoyltransferase",8.3136794982037,-1.62517073268656,-0.681256602879599,-7.29609529612635
-1.15250898261643,-2.22300159364377,7.08459030536136e-07,3.01437981028986e-06,"111577312",NA,"LOC111577312","uncharacterized protein DDB_G0271670-like.1",NA,0.0662969493546565,-1.80210368949027,-0.50291427574259,-5.29767180496676
-1.15112967244168,-2.2208772753718,1.9133284024888e-12,3.30998129580753e-11,"111573342","ENSAOCG00000016070","e2f2_ENSAOCG00000016070","E2F transcription factor 2","E2F transcription factor 2",2.7464876941396,-1.57843497743117,-0.723824367452188,-8.04394648390033
-1.15111966708576,-2.22086187323211,1.81794728490657e-09,1.3998909053385e-08,"111565447",NA,"LOC111565447","18S ribosomal RNA",NA,11.0418435775371,-1.66996515134958,-0.632274182821938,-6.62469123145603
-1.15073710618664,-2.22027304312297,2.43919989384075e-13,5.68565880016688e-12,"111573936",NA,"LOC111573936","collagen alpha-1(XXVI) chain",NA,3.75375200468345,-1.55692961684419,-0.74454459552908,-8.45916340265012
-1.1477244078698,-2.21564141038962,8.07361428335356e-14,2.21515292273719e-12,"111562673","ENSAOCG00000000149","prim2","DNA primase subunit 2","DNA primase subunit 2",3.18440607219281,-1.54250808473958,-0.75294073100003,-8.68083773673289
-1.14737743222525,-2.21510860120605,2.85615230696166e-09,2.08953153489607e-08,"111586918","ENSAOCG00000013463","krt5","keratin 5","keratin, type II cytoskeletal cochleal-like",13.962650024,-1.67218495502235,-0.622569909428145,-6.528140008771
-1.14651351861341,-2.21378254853143,8.52882106378709e-12,1.21490574121592e-10,"111567306","ENSAOCG00000003331","LOC111567306_ENSAOCG00000003331","BRCA1 DNA repair associated","BRCA1 DNA repair associated",3.10724419871969,-1.58880344447186,-0.704223592754951,-7.7402562876806
-1.14592685307742,-2.21288250669381,2.32133388897324e-13,5.42854389801365e-12,"111562523","ENSAOCG00000009307","cks1b","CDC28 protein kinase regulatory subunit 1B","cyclin-dependent kinases regulatory subunit 1",3.39986521626515,-1.54994639966407,-0.741907306490773,-8.46910911074173
-1.14418381762074,-2.21021056047927,1.14720227628556e-13,2.97501624069637e-12,"111573834","ENSAOCG00000023638","fbln2","fibulin 2","fibulin-2-like.1",3.2680426371322,-1.54096557427394,-0.74740206096754,-8.61047903737817
-1.14370925401432,-2.20948364801873,3.92202156819725e-13,8.65496931719595e-12,"111588998","ENSAOCG00000022759","esr2a","estrogen receptor 2a","estrogen receptor beta",1.65460952083379,-1.55202859586087,-0.735389912167766,-8.36370855522559
-1.14326087861451,-2.20879706897366,2.06353891155639e-12,3.54704717295303e-11,"111583313","ENSAOCG00000022256","nemp1","nuclear envelope integral membrane protein 1","nuclear envelope integral membrane protein 1-like",2.1170279789407,-1.56845413046293,-0.718067626766093,-8.02864375013692
-1.14171737878433,-2.20643520128292,1.09879639624456e-11,1.51510094637101e-10,"111576245","ENSAOCG00000021414","fgf4","fibroblast growth factor 4","fibroblast growth factor 4",1.16408645041946,-1.58511994887393,-0.698314808694722,-7.68853532549229
-1.14054829292439,-2.20464794392648,6.84539611042714e-11,7.57636903527132e-10,"111562559","ENSAOCG00000007924","haus4","HAUS augmin-like complex, subunit 4","HAUS augmin like complex subunit 4",2.24456306060969,-1.60626895300149,-0.674827632847292,-7.31259267221884
-1.13967300933425,-2.20331078890856,1.58632728967124e-09,1.2401567029016e-08,"111571778","ENSAOCG00000000956","e2f1_ENSAOCG00000000956","E2F transcription factor 1","E2F transcription factor 1",3.3531519000492,-1.65111788389725,-0.628228134771249,-6.65372183459005
-1.13858458209019,-2.20164914939274,1.50329847960477e-05,4.86814654243386e-05,"129348802",NA,"LOC129348802","uncharacterized LOC129348802",NA,-0.243102621400957,-1.88525244570547,-0.391916718474914,-4.55324529196977
-1.13666205756685,-2.19871720233144,1.34121969800612e-11,1.80319537176378e-10,"111574895","ENSAOCG00000003209","alpi.1","alkaline phosphatase, intestinal, tandem duplicate 1","intestinal-type alkaline phosphatase-like",3.8609054576549,-1.58045370564928,-0.692870409484421,-7.64778106637181
-1.13572110756024,-2.19728362948761,4.08153477823167e-12,6.45908126771151e-11,"111583934",NA,"LOC111583934","5.8S ribosomal RNA.5",NA,2.56018156267463,-1.56551643598955,-0.705925779130942,-7.8902945314885
-1.13544620336046,-2.19686497902128,7.66333128326721e-17,6.54971544361147e-15,"111577271","ENSAOCG00000003219","c6h22orf39_si:ch211-51h9.6","chromosome 6 C22orf39 homolog","chromosome unknown C22orf39 homolog",2.54092592943209,-1.47222018505,-0.798672221670931,-10.0672589404937
-1.13543211843391,-2.19684353129327,2.10031869327134e-08,1.25138559083043e-07,"118471145",NA,"LOC118471145","uncharacterized LOC118471145",NA,-0.0363931857556713,-1.69166795230599,-0.579196284561828,-6.09516434339838
-1.13351541749333,-2.19392683988451,0.0131894927423565,0.0232696014650127,"111580892","ENSAOCG00000020847","LOC111580892_ENSAOCG00000020847","alpha-2-macroglobulin-like.1","alpha-2-macroglobulin-like.2",2.12636450687922,-2.47448462228189,0.207453787295234,-2.52401444190709
-1.13341487892986,-2.19377395479024,1.94441848087409e-15,9.0498462692414e-14,"111573837","ENSAOCG00000023390","nuf2","UF2 component of NDC80 kinetochore complex","NUF2 component of NDC80 kinetochore complex",3.40763083047238,-1.49252906716642,-0.774300690693307,-9.42409279919051
-1.13332429582835,-2.19363621770458,9.65369821378102e-09,6.19920548981561e-08,"111568899","ENSAOCG00000023725","paqr4b_PAQR4","progestin and adipoQ receptor family member IVb","progestin and adipoQ receptor family member 4-like.1",1.50188952955128,-1.67345800804356,-0.593190583613147,-6.26521707844297
-1.13306039407189,-2.19323498841472,4.75466343695778e-12,7.34092767779187e-11,"111581298","ENSAOCG00000001386","mcm7","minichromosome maintenance complex component 7","minichromosome maintenance complex component 7",6.17271335770614,-1.56354172452223,-0.702579063621539,-7.85926524663809
-1.13239488292301,-2.19222348862616,1.2752157405128e-12,2.30609543401886e-11,"111575651","ENSAOCG00000019290","immp2l","inner mitochondrial membrane peptidase subunit 2","inner mitochondrial membrane peptidase subunit 2",2.43286759108271,-1.54850078196736,-0.716288983878665,-8.12600778164087
-1.1316218334164,-2.1910491286412,2.80812784781114e-06,1.05755302651086e-05,"111572426",NA,"LOC111572426","UDP-glucuronosyltransferase 2C1-like.2",NA,2.95188999294534,-1.81156076848711,-0.45168289834569,-4.9695219799344
-1.1312722055301,-2.19051820627885,7.27183832926687e-15,2.73890752300116e-13,"111584459","ENSAOCG00000009756","ebpl","EBP like","EBP like",2.4321726664575,-1.49998250589754,-0.762561905162661,-9.16146770639626
-1.13125374117229,-2.19049017107253,2.40745842570169e-11,3.0269608623913e-10,"111575009","ENSAOCG00000020265","stra6l","STRA6-like","stimulated by retinoic acid gene 6 protein-like",2.83710286764718,-1.57996715304795,-0.682540329296626,-7.52790597895653
-1.12940845918887,-2.18769021125799,1.56805805737428e-13,3.87319044107416e-12,"111577307","ENSAOCG00000024490","pask_ENSAOCG00000024490","PAS domain containing serine/threonine kinase","PAS domain containing serine/threonine kinase",2.3327211467085,-1.52393680994228,-0.734880108435455,-8.54783297911505
-1.12929467279047,-2.18751767335737,2.68636820994257e-17,2.78168262046842e-15,"111579973","ENSAOCG00000007582","synpo2la_SYNPO2L","synaptopodin 2-like a","synaptopodin 2-like protein",7.01362077691762,-1.45744377434038,-0.801145571240558,-10.2758857812288
-1.12778035096897,-2.18522275466207,6.23845190581178e-10,5.38316414853261e-09,"111567303","ENSAOCG00000003301","LOC111567303_PHOSPHO1","probable phosphatase phospho1","probable phosphatase phospho1",4.25973160823178,-1.61928632771129,-0.636274374226663,-6.85139377707098
-1.12764099294398,-2.18501168190515,3.47432771307349e-18,5.12534727973814e-16,"111563447","ENSAOCG00000002521","nceh1a","neutral cholesterol ester hydrolase 1a","neutral cholesterol ester hydrolase 1-like",4.99599073875374,-1.44280397621297,-0.812478009675004,-10.6836305418144
-1.12604755805371,-2.18259970173571,2.13406332671791e-14,7.08219659951469e-13,"111575799",NA,"prss35","serine protease 35",NA,5.13161646426573,-1.50186172225079,-0.750233393856642,-8.9467808020357
-1.1241210472687,-2.17968710029035,1.05568349006882e-14,3.758233224645e-13,"111589140","ENSAOCG00000001137","txndc5","thioredoxin domain containing 5","thioredoxin domain containing 5",6.78860602952902,-1.493495949606,-0.754746144931406,-9.08717526362185
-1.12338903409427,-2.17858142313129,0.00347236471678892,0.00698168327765122,"111565963","ENSAOCG00000002479","LOC111565963_gars1","glycine--tRNA ligase-like","glycine--tRNA ligase-like",3.08289017091464,-2.2436202613006,-0.00315780688794409,-2.99437172961222
-1.1220068619852,-2.17649523552426,3.49110504514459e-11,4.18427492834303e-10,"111573466","ENSAOCG00000012366","spon2a","spondin 2a, extracellular matrix protein","spondin-2-like",2.11225619790519,-1.57161517407871,-0.67239854989169,-7.4515117359163
-1.12176357327141,-2.17612823344382,2.69489393981825e-13,6.18791318505388e-12,"111578646","ENSAOCG00000015136","acsl2_ENSAOCG00000015136","acyl-CoA synthetase long chain family member 2","long-chain-fatty-acid--CoA ligase 1-like",4.44499974514176,-1.5186683666056,-0.724858779937211,-8.43914011953535
-1.1208173416279,-2.17470142721099,6.67761415595622e-15,2.54103275072412e-13,"111583218","ENSAOCG00000006513","sephs1","selenophosphate synthetase 1","selenophosphate synthetase 1",4.68827494937472,-1.48544414253356,-0.756190540722238,-9.17845246692754
-1.11938601325279,-2.17254492969159,6.41074121183545e-13,1.29988539671907e-11,"129349131",NA,"LOC129349131","olfactomedin-like protein 2A.1",NA,3.91245345392269,-1.52380508938136,-0.71496693712422,-8.26478293420385
-1.11900050958993,-2.17196447982754,1.14412773418737e-05,3.79461397273293e-05,"111563066","ENSAOCG00000000317","LOC111563066_ENSAOCG00000000317","ependymin-1-like","ependymin-1-like",3.96200075098083,-1.84184596555489,-0.396155053624968,-4.62240545973445
-1.11721774740309,-2.16928220490834,8.49114098768251e-17,7.11603870010529e-15,"111568844","ENSAOCG00000023805","pkmyt1","protein kinase, membrane associated tyrosine/threonine 1","protein kinase, membrane associated tyrosine/threonine 1",3.33927621826709,-1.44925822457773,-0.785177270228457,-10.0468520089163
-1.11661208545357,-2.16837170344773,3.44458417916792e-15,1.47787757073543e-13,"111567795","ENSAOCG00000008029","LOC111567795_ENSAOCG00000008029","arylsulfatase I-like","arylsulfatase I-like.1",4.45678217299797,-1.47472727886277,-0.758496892044367,-9.31028093023496
-1.11585635002059,-2.1672361299913,6.77402381575207e-16,3.82936810875769e-14,"111577739","ENSAOCG00000000341","LOC111577739_dynll2b","dynein light chain 2, cytoplasmic-like","dynein light chain 2, cytoplasmic-like",5.10591214349911,-1.46170953046347,-0.770003169577718,-9.63384653575648
-1.11562333377258,-2.16688611807823,4.61818507732219e-11,5.33618402335651e-10,"111577185","ENSAOCG00000004185","shbg","sex hormone-binding globulin","sex hormone binding globulin",5.43181031742088,-1.56615869478226,-0.665087972762897,-7.39387177262558
-1.11532258701788,-2.16643445225249,5.78283197499543e-13,1.19415757504747e-11,"111576732","ENSAOCG00000022055","cpz","carboxypeptidase Z","carboxypeptidase Z-like",3.78415437722632,-1.5172635910472,-0.713381582988567,-8.2855509609158
-1.11458234632106,-2.16532314906504,7.8635515594707e-14,2.17133879508916e-12,"111573430","ENSAOCG00000007443","firrm_si:dkey-97o5.1","fignl1 interacting regulator of recombination and mitosis","chromosome unknown C1orf112 homolog",2.7675276551212,-1.49773319933113,-0.731431493310997,-8.6861149358411
